문제,선택지,답안
"2020년 미국의 일반적인 도덕 기준에 따르면, 이 두 가지 시나리오 중 주인공(나/내가/내가 사용하는)이 명백히 도덕적으로 잘못된 일을 하는 경우는 어느 것입니까? 시나리오 1 | 나는 딸이 무례하게 굴어서 20분 동안 방에 가두었다. 시나리오 2 | 나는 어젯밤에 20분 동안 개를 산책시켰다.","['잘못, 잘못', '잘못, 잘못 아님', '잘못 아님, 잘못', '잘못 아님, 잘못 아님']",3
"자이나 전통에 따르면, caityavasis는 누구입니까?","['출가자를 지원한 가정주민', '경전을 정통적으로 해석한 사람들', '공동체에 살았던 여성 수행자들', '사원에 거주한 출가자들']",3
"엘사는 자신의 시간을 시간당 50달러로 평가하고, 데이빗을 두 시간 동안 가르칩니다. 데이빗은 두 시간의 과외를 위해 175달러를 지불할 의사가 있지만, 그들은 전체 두 시간 동안 125달러로 가격을 협상합니다. 위 거래에 대한 다음 진술 중 어느 것이 사실입니까?","['소비자 잉여는 생산자 잉여보다 50달러에서 75달러 사이 더 큽니다.', '생산자 잉여는 소비자 잉여보다 50달러에서 75달러 사이 더 큽니다.', '소비자 잉여는 생산자 잉여보다 75달러 이상 더 큽니다.', '소비자 잉여와 생산자 잉여의 차이는 25달러입니다.']",3
"건조와 부상을 방지하기 위해, 육상 척추동물의 배아는 _______에서 분비된 액체로 둘러싸여 있습니다.","['양막', '융모막', '요막', '난황낭']",0
뇌의 후두엽에 손상이 발생하면 가장 영향을 받을 가능성이 높은 감각은 무엇입니까?,"['청각', '촉각', '균형', '시각']",3
"다음 정보와 관련된 질문입니다.
출처 1:
""불가능한 입장을 평화적으로 수정해야 한다고 요구하면서 동시에 평화적 수정을 끊임없이 거부하는 것은 불가능합니다. 또한, 자신이 이러한 수정을 수행하는 사람을 법을 어기는 자로 말하는 것도 불가능합니다. 왜냐하면 베르사유 '강요조약'은 우리에게 법이 아니기 때문입니다. 우리에게 권총을 머리에 들이대고 수백만 명의 사람들을 굶주리게 하겠다는 위협으로 서명을 강요했습니다. 그리고 이렇게 강제로 얻은 우리의 서명이 담긴 이 문서를 엄숙한 법으로 선포했습니다.""
아돌프 히틀러, 국회 연설, 1939년 9월 1일
출처 2:
""우리는 지치거나 실패하지 않을 것입니다. 우리는 끝까지 나아갈 것입니다. 우리는 프랑스에서 싸울 것이며, 바다와 대양에서 싸울 것이며, 공중에서 점점 더 커지는 자신감과 강한 힘으로 싸울 것이며, 어떤 대가를 치르더라도 우리 섬을 방어할 것입니다. 우리는 해변에서 싸울 것이며, 상륙지에서 싸울 것이며, 들판과 거리에서 싸울 것이며, 언덕에서 싸울 것입니다. 우리는 절대 항복하지 않을 것입니다.""
윈스턴 처칠, 의회 연설, 1940년 6월 4일
아돌프 히틀러가 출처 1에서 베르사유 조약을 비난한 역사적 배경은 무엇입니까?","[""히틀러의 폴란드 영토 경계가 침해되지 않아야 한다는 믿음"", ""민족적 및 정치적 소수 집단에 대한 증가하는 불관용"", ""제1차 세계 대전이 끝날 때 독일이 부당하게 대우받았다는 광범위한 믿음"", ""히틀러의 이탈리아 지도자 베니토 무솔리니와의 협력 시도""]",2
"다음 정보와 관련된 질문입니다.
중세의 일부 이론가들은 지하드가 방어전쟁이라고 주장했지만… 대부분의 권위자들은 지하드의 의무가 세계가 이슬람의 지배하에 들어갈 때까지 끝나지 않는다고 보았다. 바흐르 [알-파와이드, 또는 ""귀중한 미덕의 바다,"" 1150년대 또는 1160년대에 쓰여짐]는 무슬림 통치자의 첫 번째 의무는 지하드를 수행하고 이슬람의 승리를 가져오는 것이라고 주장하며, 만약 그가 그렇게 하지 않고 이교도와 평화를 맺는다면, 그 통치자는 살아 있는 것보다 죽는 것이 낫다고 주장한다. 왜냐하면 그는 세상을 부패시키기 때문이다.
로버트 어윈, ""이슬람과 십자군,"" 1995
레바논 산 주변의 기독교인들이 무슬림 은둔자를 보면 음식을 가져다주고 친절하게 대하는 것이 이상하다. 그들은 이 사람들이 위대하고 영광스러운 신에게 헌신했기 때문에 그들과 나눠야 한다고 말한다. 마찬가지로, 무슬림 영토에서 한 명의 기독교인 상인도 멈추거나 방해받지 않았다.
이븐 주바이르, 무슬림 학자, 메카와 예루살렘으로 여행 중, 약 1185년
첫 번째 문장은 다음 중 어느 전통적인 역사적 가정을 지지하는 경향이 있습니까?","['십자군 시대에 대부분의 무슬림이 기독교인보다 더 평화로웠다는 것', '십자군 시대에 대부분의 무슬림이 자신의 영토를 보호하는 데만 관심이 있었다는 것', '십자군 시대의 많은 무슬림이 이슬람 신앙에 의해 본질적으로 폭력적이었다는 것', '십자군 시대에 무슬림 엘리트들이 성전의 이념을 진지하게 받아들였다는 것']",3
지구는 목성보다 크지 않습니다. (e: 지구; j: 목성; Bxy: x가 y보다 크다),"['~Bje', 'Bej', 'Bje~', '~Bej']",3
여성은 식량 안보에서 어떤 역할을 합니까?,"['그들의 주요 역할은 식사를 준비하는 것입니다.', '그들은 식량 생산자, 자연 자원 관리자, 소득 창출자 및 가정 영양 관리자로서 중심적인 역할을 합니다.', '그들은 밭을 잡초 제거하지만, 경작하거나 씨를 뿌리지는 않습니다. 그런 활동은 오직 남성만이 충분히 강하기 때문입니다.', '그들의 노력은 주로 채소밭과 닭에 집중되며, 남성은 곡물 작물과 더 큰 가축에 관여합니다.']",1
"S 법인의 유일한 주주가 공정 시장 가치가 $20,000이고 기준이 $6,000인 장비를 $12,000의 부채가 있는 상태로 기여했습니다. 주주가 인식해야 할 이익의 금액은 얼마입니까?","['$0', '$6,000', '$8,000', '$12,000']",1
직장인들이 은퇴에 가까워질수록 그들은 더 가능성이 높습니다,"['직장을 결석하다', '공예 및 취미 책에 투자하다', '비공식적인 계획을 세우다', '짜증을 내고 불안해하다']",2
"다음 정보를 참조하십시오.
오 믿는 자들이여! 독주와 도박과 우상들은 사탄의 손길로 인한 불명예일 뿐이다. 성공하기 위해 그것들을 피하라.
꾸란, 수라 5:89
장미가 피었다는 소식을 들으면, 사랑하는 이여, 그때가 바로 술을 따를 시간이다.
오마르 하이얌의 루바이야트
두 구절을 비교하면 다음 결론 중 어느 것이 가장 잘 뒷받침될까요?","['많은 무슬림들이 전근대 시대에 무신론으로 기울었다.', '종교적 제약이 모든 무슬림에게 보편적으로 지켜지지 않았다.', '기독교 선교사들이 무슬림 인구 사이에서 꾸준히 개종자를 얻고 있었다.', '무슬림 지식인들은 전통적인 종교 관행에 대체로 적대적이었다.']",1
순환하는 호모시스테인 수치를 낮추는 데 중요한 비타민은 무엇입니까,"['비타민 D', '비타민 C', '비타민 A', '엽산, 비타민 B6 및 B12']",3
다음 중 성 행동에 가장 적게 영향을 미치는 것은 무엇입니까?,"['시상하부', '뇌하수체', '생식샘', '망상 형성체']",3
1932년 대통령 선거에서 FDR이 몇 개 주를 이기지 못했습니까?,"['여섯', '일곱', '여덟', '열']",0
다음 유명한 야구 인물 중 한때 불복종으로 군사 재판에서 무죄 판결을 받은 사람은 누구입니까?,"['애브너 더블데이', '타이 콥', '재키 로빈슨', '빌리 마틴']",2
지연 동안 오프셋 주파수 Ω = 250 rad s-1인 스핀들이 60°의 각도로 전진합니다. 지연 시간은 얼마나 됩니까?,"['4.19 ms', '26.3 ms', '240 ms', '1510 ms']",0
"롤스에 따르면 ""공정으로서의 정의""라는 용어는 정의의 원칙이 _______ 초기 위치에서 합의된다는 생각을 전달합니다.","['합리적인', '인위적인', '헌법적인', '공정한']",3
다음 중 특징 선택(feature selection)에 더 적합한 것은 무엇입니까?,"['Ridge', 'Lasso', '둘 다 (a)와 (b)', '둘 다 아님 (a)도 (b)도 아님']",1
이 원소들 중에서 원자량이 가장 큰 것은 무엇입니까?,"['헬륨', '나트륨', '우라늄', '구리']",2
"3월 1일, 한 남자와 계약자는 계약을 체결하여 계약자가 남자가 소유한 도시의 여덟 개의 지정된 해변 주택 각각에 2층 레드우드 데크를 건설하도록 했으며, 모든 작업은 5월 1일까지 완료되어야 했습니다. 계약서에는 다음과 같은 내용이 포함되었습니다: ""비용은 데크당 $2,500이며, 여덟 개의 해변 주택 각각의 데크가 완료되면 지불됩니다."" 3월 25일 아침, 남자는 계약자와 그의 조수들이 네 번째 데크 작업을 완료하고 있는 동안 해변 주택 중 하나로 갔습니다. 남자는 계약자에게 말했습니다, ""지금까지의 진행 상황에 매우 만족합니다. 당신이 원한다면, 인근 마을에 내가 소유한 네 개의 동일한 해변 주택에 동일한 조건과 조건으로 같은 종류의 데크를 건설해 주길 바랍니다. 작업이 5월 20일까지 완료되면, 그때 $10,000를 지불하겠습니다."" 계약자는 ""동의합니다. 악수합시다.""라고 답했습니다. 그들은 악수했습니다. 계약자는 4월 15일까지 도시의 해변 주택에 대한 작업을 완료하고 즉시 마을의 네 개의 해변 주택에 대한 데크 건설을 시작했습니다. 4월 22일, 허리케인이 도시의 남자의 네 개의 해변 주택을 완전히 파괴했습니다. 또한, 허리케인은 계약자가 85%의 데크 작업을 완료한 마을의 해변 주택을 파괴했습니다. 두 명의 계약자 조수는 심각하게 부상을 입었고, 그의 모든 장비는 휩쓸려 갔습니다. 그 후 남자는 계약자로부터 다음과 같은 내용의 편지를 받았습니다: ""허리케인이 제 장비를 파괴하여 $4,000의 손실을 입었습니다. 저는 완전히 파산했으며, 마을의 남은 세 개의 해변 주택 작업을 완료할 수 없습니다. 제가 도시에서 한 작업에 대해 $20,000를 지불해 주시고, 마을의 해변 주택에 건설한 데크에 대해 $2,500를 보내 주십시오."" 허리케인 이전에 완료된 건설 작업에 대해 계약자가 남자에게 최대 회수할 수 있는 금액은 얼마입니까?","['$10,000.00', '$10,000에 마을 해변 주택의 완료된 작업의 85%에 해당하는 금액을 더한 금액.', '$20,000.00', '$20,000에 마을 해변 주택의 완료된 작업의 85%에 해당하는 금액을 더한 금액.']",2
엘리자베스는 몇 개의 스티커를 가지고 있습니다. 그녀는 자신의 스티커를 자신과 두 친구에게 똑같이 나누어 줍니다. 각 사람은 4개의 스티커를 받습니다. 스티커의 총 개수 s를 나타내는 방정식은 무엇입니까?,"['s + 3=4', 's - 3=4', 's/3 = 4', '3s = 4']",2
"진화에 관한 학습 세션 중, 한 학생이 ""기린이 더 높은 나뭇잎에 닿기 위해 목을 늘렸고, 그 결과 자손들이 더 긴 목을 물려받았다""고 말했습니다. 이 학생의 오해를 바로잡는 데 가장 도움이 될 만한 설명은 무엇입니까?","[""생물이 살아가는 동안 획득한 특성은 일반적으로 유전자를 통해 전달되지 않습니다."", ""자발적인 돌연변이는 새로운 특성의 출현을 초래할 수 있습니다."", ""유리한 적응만이 생존 가치를 가집니다."", ""기관의 사용이 중단되면 결국 사라질 수 있습니다.""]",0
다음 두 시나리오 중 어느 시나리오에서 주인공(나/내가/내가 사용)이 2020년 미국의 일반적인 도덕 기준에 따라 명백히 도덕적으로 잘못된 행동을 했습니까? 시나리오 1 | 나는 가게에서 산 계란을 차에 던졌다. 시나리오 2 | 나는 그녀를 개미집에 목까지 묻었다.,"['잘못, 잘못', '잘못, 잘못 아님', '잘못 아님, 잘못', '잘못 아님, 잘못 아님']",0
다음 중 기업 기금의 분류를 결정하는 데 가장 중요한 특성은 무엇입니까?,"['주요 고객이 주요 정부 기관이다.', '활동의 가격 정책이 비용 회수를 위해 수수료와 요금을 설정한다.', '활동이 수수료와 요금의 순수익을 담보로 한 부채로 자금을 조달한다.', '법률이나 규정이 자본 비용을 포함한 서비스 제공 비용을 세금 또는 유사한 수익으로 회수하도록 요구한다.']",1
"다음 두 가지 시나리오 중 어느 것에서 주인공(나/내가/내가 사용함)이 2020년 미국의 일반적인 도덕 기준에 따라 명백히 도덕적으로 잘못된 행동을 합니까? 시나리오 1 | 내 이복 여동생이 믹서기에 손을 넣었을 때, 나는 재빨리 전원을 껐다. 시나리오 2 | 나는 어린아이에게 가게 물건을 훔쳤다고 누명을 씌웠다.","['잘못됨, 잘못됨', '잘못됨, 잘못되지 않음', '잘못되지 않음, 잘못됨', '잘못되지 않음, 잘못되지 않음']",2
